create,cat,sub-cat,urgency,impact,assign,cmt-resolve,resolve,cmt-close
1228,-1,-1,67,1388,8220,336,293,454
"<p style=""background-color:yellow;"">1709</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">7007</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">299</p>","<p style=""background-color:yellow;"">416</p>"
1301,51,686,-1,-1,3389,307,138,386
1101,-1,-1,-1,-1,11718,218,221,533
1099,66,981,58,1382,9164,235,223,-1
1179,49,1052,-1,-1,10622,217,236,379
1486,58,731,59,1369,8497,286,252,468
"<p style=""background-color:yellow;"">1816</p>","<p style=""background-color:yellow;"">67</p>","<p style=""background-color:yellow;"">668</p>","<p style=""background-color:yellow;"">63</p>","<p style=""background-color:yellow;"">1392</p>","<p style=""background-color:yellow;"">11596</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">1745</p>","<p style=""background-color:yellow;"">493</p>"
"<p style=""background-color:yellow;"">1223</p>","<p style=""background-color:yellow;"">77</p>","<p style=""background-color:yellow;"">530</p>","<p style=""background-color:yellow;"">58</p>","<p style=""background-color:yellow;"">1208</p>","<p style=""background-color:yellow;"">11644</p>","<p style=""background-color:yellow;"">182</p>","<p style=""background-color:yellow;"">2815</p>","<p style=""background-color:yellow;"">-1</p>"
1228,35,486,58,1365,12097,238,339,-1
1613,58,466,-1,-1,13402,233,215,468
1412,74,820,61,1769,9226,236,258,507
1146,55,718,62,5915,11886,-1,210,412
1709,-1,-1,-1,-1,7795,231,174,514
"<p style=""background-color:yellow;"">1475</p>","<p style=""background-color:yellow;"">69</p>","<p style=""background-color:yellow;"">491</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">15520</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">201</p>","<p style=""background-color:yellow;"">560</p>"
"<p style=""background-color:yellow;"">779</p>","<p style=""background-color:yellow;"">60</p>","<p style=""background-color:yellow;"">757</p>","<p style=""background-color:yellow;"">73</p>","<p style=""background-color:yellow;"">1732</p>","<p style=""background-color:yellow;"">9431</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">129</p>","<p style=""background-color:yellow;"">607</p>"
1164,73,805,-1,-1,9008,-1,99,494
1982,62,505,-1,-1,11512,260,199,-1
1682,35,869,60,1415,9250,244,233,360
4795,52,720,64,1174,8221,259,284,-1
1533,-1,-1,-1,-1,10192,223,233,612
1410,-1,-1,52,1601,11546,-1,167,578
1280,-1,-1,55,1544,12394,-1,299,-1
1070,59,731,-1,-1,10038,167,164,-1
1359,-1,-1,65,1627,10683,240,251,461
1556,-1,-1,60,1707,14177,218,217,-1
1186,52,555,54,1570,10374,-1,188,649
1498,44,729,-1,-1,12360,173,183,440
1602,-1,-1,58,1301,12868,-1,234,-1
1168,55,547,63,1415,11183,201,254,401
1563,54,873,61,1344,9785,283,205,535
1398,72,890,55,1765,13431,-1,192,-1
1736,64,669,49,1718,10908,161,230,453
1585,49,567,341,1364,8271,265,314,404
1202,55,654,-1,-1,6430,193,197,415
1768,-1,-1,59,1655,8583,-1,243,483
1468,-1,-1,55,1123,15149,-1,236,414
1364,43,807,73,1342,8688,265,366,382
1511,57,653,55,1534,9824,244,246,489
1346,69,646,56,1783,13529,306,304,-1
1326,-1,-1,52,1532,11676,-1,283,397
1831,59,357,60,1523,12077,250,174,-1
1379,56,725,55,1394,12665,270,247,-1
1611,45,637,-1,-1,9517,199,93,-1
1597,43,358,55,1515,7567,279,166,522
1338,69,640,65,1158,13920,246,280,-1
1069,-1,-1,55,1476,13416,212,265,-1
"<p style=""background-color:yellow;"">1335</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">61</p>","<p style=""background-color:yellow;"">1886</p>","<p style=""background-color:yellow;"">14551</p>","<p style=""background-color:yellow;"">262</p>","<p style=""background-color:yellow;"">1171</p>","<p style=""background-color:yellow;"">512</p>"
1241,62,1101,60,1410,8669,254,117,494
1977,-1,-1,55,1558,14609,-1,252,-1
1123,60,794,67,1452,8967,-1,275,-1
"<p style=""background-color:yellow;"">1249</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">7738</p>","<p style=""background-color:yellow;"">205</p>","<p style=""background-color:yellow;"">159</p>","<p style=""background-color:yellow;"">-1</p>"
"<p style=""background-color:yellow;"">1674</p>","<p style=""background-color:yellow;"">66</p>","<p style=""background-color:yellow;"">757</p>","<p style=""background-color:yellow;"">588</p>","<p style=""background-color:yellow;"">1301</p>","<p style=""background-color:yellow;"">13203</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">324</p>","<p style=""background-color:yellow;"">538</p>"
1098,53,575,61,1300,6875,-1,298,400
1647,-1,-1,61,1422,13760,-1,207,387
1192,63,745,59,1471,8617,138,322,-1
1585,35,447,-1,-1,13278,247,259,-1
"<p style=""background-color:yellow;"">2178</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">48</p>","<p style=""background-color:yellow;"">1880</p>","<p style=""background-color:yellow;"">4929</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">156</p>","<p style=""background-color:yellow;"">585</p>"
1616,-1,-1,62,1405,6457,240,49,403
1577,64,885,61,1284,10512,256,227,-1
1434,67,861,55,1305,13207,220,192,492
1758,-1,-1,47,1364,11308,266,376,-1
1822,10,312,60,1428,12703,-1,334,474
"<p style=""background-color:yellow;"">1439</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11118</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">327</p>","<p style=""background-color:yellow;"">543</p>"
1376,58,599,69,1274,15399,-1,281,468
1291,42,824,58,1474,4332,238,204,419
1485,-1,-1,65,1555,10600,246,284,460
1667,80,916,60,1485,11949,-1,270,-1
1517,59,709,-1,-1,6862,197,238,452
"<p style=""background-color:yellow;"">1351</p>","<p style=""background-color:yellow;"">85</p>","<p style=""background-color:yellow;"">387</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">12595</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">343</p>","<p style=""background-color:yellow;"">406</p>"
1685,-1,-1,57,1201,12698,245,380,-1
1720,36,959,58,1291,11141,231,182,427
1715,-1,-1,60,1816,6945,242,226,381
1795,87,526,66,1476,10814,244,323,-1
1875,53,248,62,1560,13983,272,222,-1
1244,-1,-1,-1,-1,12401,201,309,506
1254,53,832,-1,-1,9359,204,281,484
1599,68,584,-1,-1,7200,219,274,474
1071,46,887,-1,-1,13107,272,147,476
1082,87,563,60,1221,13910,187,320,463
1536,-1,-1,58,1621,7305,-1,284,-1
1137,51,875,59,1314,15684,-1,244,430
1649,72,500,-1,-1,8778,-1,230,475
1655,47,497,72,1147,13125,-1,253,449
1791,60,850,68,1317,12508,202,208,498
1277,43,496,55,1668,9939,-1,248,-1
1432,-1,-1,65,1642,10626,-1,260,529
1245,46,965,-1,-1,7447,244,163,508
1396,77,735,63,1643,11128,272,212,-1
1341,49,808,-1,-1,10236,-1,268,351
1606,-1,-1,72,1137,12862,219,268,462
1975,45,836,59,1525,10269,-1,331,545
1260,62,727,60,1261,12004,213,284,457
1153,67,530,-1,-1,10430,223,248,493
1687,64,838,-1,-1,17279,259,264,-1
1578,50,815,68,1558,7085,210,126,499
1964,74,662,60,1675,11862,233,285,445
1035,-1,-1,67,1261,14309,226,187,471
1544,-1,-1,52,1270,13705,279,360,-1
1287,59,415,-1,-1,10055,197,266,461
1661,-1,-1,62,1408,13969,253,275,505
1833,85,630,-1,-1,12992,263,282,453
1162,35,824,62,1621,9492,-1,142,526
"<p style=""background-color:yellow;"">1246</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11941</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">232</p>","<p style=""background-color:yellow;"">-1</p>"
1180,62,989,70,1566,11227,282,380,420
1414,71,772,-1,-1,11235,221,258,-1
1685,52,773,54,1522,13551,267,182,494
1347,-1,-1,-1,-1,7164,293,242,453
1422,29,799,60,1496,6969,244,312,400
1376,-1,-1,-1,-1,10579,185,265,564
1484,50,613,61,1523,7770,152,275,487
1174,77,490,-1,-1,8560,263,204,563
1609,-1,-1,-1,-1,12238,235,269,505
1253,58,636,-1,-1,10633,275,334,-1
1461,67,474,-1,-1,6459,267,246,551
1246,-1,-1,57,1382,7897,-1,157,-1
1380,-1,-1,-1,-1,7575,256,164,376
1203,74,502,-1,-1,11553,213,235,472
1518,47,512,66,1155,13391,-1,243,521
1583,71,730,61,1138,8749,-1,226,477
1608,-1,-1,56,1089,9950,242,244,425
1503,61,968,66,1642,9270,273,347,560
"<p style=""background-color:yellow;"">1285</p>","<p style=""background-color:yellow;"">81</p>","<p style=""background-color:yellow;"">857</p>","<p style=""background-color:yellow;"">69</p>","<p style=""background-color:yellow;"">1883</p>","<p style=""background-color:yellow;"">6468</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">140</p>","<p style=""background-color:yellow;"">458</p>"
1688,33,712,62,1065,11870,271,153,421
1558,52,867,59,1502,11912,266,241,513
1445,44,852,50,1316,7237,249,122,371
1307,62,848,-1,-1,9317,187,307,451
1133,-1,-1,65,1178,7468,249,278,-1
1188,61,898,-1,-1,11785,-1,232,-1
1673,43,1056,63,1586,14398,199,226,604
1244,-1,-1,-1,-1,10740,266,267,470
1413,-1,-1,61,1048,12369,-1,242,-1
1212,64,1243,59,1645,9597,234,248,-1
1137,61,820,62,1936,11745,232,306,463
1615,60,919,61,1331,13069,-1,223,424
1433,69,558,60,1313,7964,-1,229,508
1689,78,974,62,1085,12725,198,292,-1
1283,55,812,52,1435,12003,-1,351,502
1769,67,932,51,1525,10881,290,225,365
1133,59,635,62,1114,6867,224,191,506
1432,-1,-1,51,1703,12980,213,290,571
981,64,911,-1,-1,9788,231,274,546
1658,51,740,58,1118,12335,273,257,450
1501,50,686,55,1384,16597,246,213,497
1761,44,837,66,1541,10888,268,271,-1
1412,46,678,51,1543,7663,236,265,409
"<p style=""background-color:yellow;"">1622</p>","<p style=""background-color:yellow;"">53</p>","<p style=""background-color:yellow;"">4974</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">14227</p>","<p style=""background-color:yellow;"">280</p>","<p style=""background-color:yellow;"">187</p>","<p style=""background-color:yellow;"">560</p>"
1392,81,499,-1,-1,9608,220,247,457
1548,-1,-1,60,1749,10920,-1,173,455
1245,-1,-1,57,1359,6199,-1,156,507
"<p style=""background-color:yellow;"">14523</p>","<p style=""background-color:yellow;"">71</p>","<p style=""background-color:yellow;"">744</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10377</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">356</p>","<p style=""background-color:yellow;"">-1</p>"
1744,57,350,59,1031,12629,-1,236,568
"<p style=""background-color:yellow;"">1902</p>","<p style=""background-color:yellow;"">76</p>","<p style=""background-color:yellow;"">481</p>","<p style=""background-color:yellow;"">45</p>","<p style=""background-color:yellow;"">1195</p>","<p style=""background-color:yellow;"">8455</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">2471</p>","<p style=""background-color:yellow;"">599</p>"
1634,61,797,54,1487,11203,250,278,530
1649,-1,-1,-1,-1,9992,233,320,-1
1517,61,626,67,1652,14533,205,660,521
1560,55,606,-1,-1,11489,-1,273,392
1314,55,799,54,1496,10915,301,247,447
1481,66,633,61,1167,11702,-1,186,457
1676,69,676,64,1514,9623,-1,200,377
1554,-1,-1,-1,-1,10781,230,117,487
1611,-1,-1,66,1353,8611,220,247,521
1484,57,398,-1,-1,8919,251,235,433
1589,76,753,68,1465,13259,257,278,571
1265,60,727,55,1418,5506,180,253,575
"<p style=""background-color:yellow;"">1471</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">16538</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">318</p>","<p style=""background-color:yellow;"">458</p>"
1046,-1,-1,62,1196,13517,195,312,397
1509,60,333,60,1691,8671,256,182,493
1701,-1,-1,-1,-1,11864,-1,197,460
1801,-1,-1,66,1370,12693,247,171,488
1637,67,823,64,1238,8509,239,298,517
1626,50,839,-1,-1,9893,233,260,480
"<p style=""background-color:yellow;"">1719</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">93360</p>","<p style=""background-color:yellow;"">219</p>","<p style=""background-color:yellow;"">298</p>","<p style=""background-color:yellow;"">-1</p>"
1625,-1,-1,-1,-1,12356,196,191,-1
1598,-1,-1,-1,-1,9440,207,249,540
1580,74,501,-1,-1,9908,209,178,569
1304,-1,-1,52,1283,10477,804,241,611
1623,70,604,-1,-1,9982,161,305,449
"<p style=""background-color:yellow;"">1062</p>","<p style=""background-color:yellow;"">79</p>","<p style=""background-color:yellow;"">889</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">15106</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">1047</p>","<p style=""background-color:yellow;"">538</p>"
"<p style=""background-color:yellow;"">1371</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10043</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">328</p>","<p style=""background-color:yellow;"">515</p>"
1277,55,226,57,1080,10452,-1,320,517
1403,-1,-1,-1,-1,11658,234,299,448
1673,42,591,63,1465,9579,228,286,489
1343,63,638,57,1165,13160,279,246,-1
1661,-1,-1,58,1689,10479,-1,271,455
1590,61,556,61,1510,15727,223,303,490
1630,37,794,61,1872,10172,222,337,516
1287,48,1263,-1,-1,12945,269,240,400
"<p style=""background-color:yellow;"">1729</p>","<p style=""background-color:yellow;"">468</p>","<p style=""background-color:yellow;"">906</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11388</p>","<p style=""background-color:yellow;"">288</p>","<p style=""background-color:yellow;"">352</p>","<p style=""background-color:yellow;"">547</p>"
2125,46,680,57,1878,10136,268,282,539
1262,86,521,68,1191,12107,251,234,-1
1339,88,736,60,1848,12338,218,305,-1
1385,33,797,67,1404,15796,295,223,460
1688,56,657,51,1103,10716,292,271,503
1490,48,494,64,1473,7174,248,330,-1
1316,68,1007,60,1666,8326,-1,258,526
1398,-1,-1,62,1288,12906,-1,269,466
1602,64,746,62,1465,102312,271,202,-1
"<p style=""background-color:yellow;"">1419</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11661</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">186</p>","<p style=""background-color:yellow;"">-1</p>"
1507,-1,-1,57,1341,13467,181,334,476
1534,63,708,58,1010,7214,-1,198,-1
1392,59,962,-1,-1,7968,210,259,-1
1712,47,807,63,1526,7613,-1,295,-1
1778,72,662,58,1565,3884,230,205,-1
1724,71,728,57,1668,6724,-1,271,-1
1069,49,743,-1,-1,9688,239,375,516
1489,62,477,-1,-1,3734,282,156,355
1766,50,846,61,1571,17336,230,199,453
1144,-1,-1,68,1426,11513,225,235,-1
1216,57,790,-1,-1,9496,-1,210,328
1323,51,889,59,1350,8379,254,208,462
1334,-1,-1,57,1026,14003,232,220,455
"<p style=""background-color:yellow;"">1547</p>","<p style=""background-color:yellow;"">35</p>","<p style=""background-color:yellow;"">184</p>","<p style=""background-color:yellow;"">71</p>","<p style=""background-color:yellow;"">1365</p>","<p style=""background-color:yellow;"">14112</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">256</p>","<p style=""background-color:yellow;"">3449</p>"
1473,-1,-1,64,1898,11621,251,123,517
1287,-1,-1,-1,-1,13485,-1,229,364
1698,71,643,68,1402,14138,261,190,637
1441,54,873,59,1239,7332,-1,319,382
1608,55,784,-1,-1,12476,-1,216,564
1986,60,459,55,1612,11868,235,148,473
1116,54,751,59,1408,11274,321,273,537
1220,-1,-1,66,1184,13116,267,269,579
1598,59,654,60,1392,8656,202,231,453
1596,67,787,-1,-1,11068,254,175,-1
1421,64,567,71,1624,63144,218,351,510
1543,74,363,61,1961,6420,-1,348,432
2014,-1,-1,56,1287,11998,198,180,-1
1667,60,212,55,1417,7676,219,161,516
1333,64,623,61,1570,11742,272,287,450
1568,58,575,-1,-1,12928,245,1771,391
"<p style=""background-color:yellow;"">1414</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">62</p>","<p style=""background-color:yellow;"">1706</p>","<p style=""background-color:yellow;"">14463</p>","<p style=""background-color:yellow;"">320</p>","<p style=""background-color:yellow;"">529</p>","<p style=""background-color:yellow;"">383</p>"
1280,-1,-1,65,1668,7777,-1,367,528
"<p style=""background-color:yellow;"">1479</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11121</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">418</p>","<p style=""background-color:yellow;"">420</p>"
946,70,990,60,1592,12604,209,202,424
1601,-1,-1,60,1468,9919,-1,211,-1
1455,57,689,58,1423,5726,-1,217,441
"<p style=""background-color:yellow;"">1579</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10263</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">236</p>","<p style=""background-color:yellow;"">590</p>"
1232,53,919,58,1710,13783,259,187,468
1089,-1,-1,-1,-1,14404,237,275,479
1230,-1,-1,57,1336,11829,-1,204,434
1455,56,662,65,1755,15336,208,300,-1
1443,60,591,63,1284,8410,211,263,496
"<p style=""background-color:yellow;"">1454</p>","<p style=""background-color:yellow;"">77</p>","<p style=""background-color:yellow;"">392</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">4626</p>","<p style=""background-color:yellow;"">270</p>","<p style=""background-color:yellow;"">373</p>","<p style=""background-color:yellow;"">538</p>"
1752,66,992,50,1556,13009,-1,368,415
1543,80,515,60,1823,12206,243,233,502
1802,47,700,53,1243,10366,259,207,573
1239,51,521,64,1754,9944,204,297,-1
1373,-1,-1,57,1384,14175,225,307,-1
1322,54,1031,61,1274,11735,196,314,-1
1812,62,835,58,1525,5030,-1,288,358
"<p style=""background-color:yellow;"">1487</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">59</p>","<p style=""background-color:yellow;"">1879</p>","<p style=""background-color:yellow;"">5474</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">361</p>","<p style=""background-color:yellow;"">475</p>"
"<p style=""background-color:yellow;"">1441</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">17383</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">179</p>","<p style=""background-color:yellow;"">490</p>"
1805,62,756,261,1739,13739,276,284,534
1300,-1,-1,44,942,5404,-1,203,442
1418,63,277,56,1246,15532,208,170,415
1593,47,1087,66,1534,11550,232,217,461
1408,76,594,60,1552,6581,244,179,-1
1095,64,815,54,1101,10256,250,314,-1
1257,80,853,69,1470,12185,-1,235,-1
1530,50,595,64,1518,10186,697,210,-1
1169,29,956,74,1440,10527,167,288,498
1416,43,923,60,1220,8677,242,237,467
1470,78,761,49,1409,11168,268,235,-1
1840,43,374,-1,-1,10048,227,290,-1
1319,-1,-1,61,1590,12942,166,204,533
1070,54,862,58,1680,10533,238,334,454
1306,60,944,-1,-1,10904,-1,318,468
1448,-1,-1,59,1443,10840,-1,263,445
1668,-1,-1,-1,-1,10768,283,305,-1
1662,30,161,56,1229,98905,215,292,438
1762,-1,-1,-1,-1,8613,275,295,445
1287,72,735,62,1034,11986,265,299,416
1494,62,841,56,1321,8687,278,233,600
1449,52,517,-1,-1,12092,279,283,-1
1696,58,628,56,1841,10079,-1,279,465
1611,-1,-1,63,1287,8799,294,279,-1
1439,39,816,57,1718,11847,-1,278,567
1222,58,605,65,1333,9433,278,143,525
1609,51,911,65,1354,11407,207,205,514
1544,53,622,65,1238,13114,209,227,-1
1648,68,1012,67,1377,17028,-1,405,421
1383,-1,-1,-1,-1,11816,-1,233,522
"<p style=""background-color:yellow;"">1272</p>","<p style=""background-color:yellow;"">44</p>","<p style=""background-color:yellow;"">3015</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">13290</p>","<p style=""background-color:yellow;"">240</p>","<p style=""background-color:yellow;"">328</p>","<p style=""background-color:yellow;"">-1</p>"
1344,62,719,56,1685,14019,-1,180,506
880,59,1060,49,1760,11313,200,310,590
1246,38,685,53,1632,6005,235,221,526
805,-1,-1,60,1687,13944,254,291,-1
1418,47,814,66,1673,7246,191,257,435
1589,50,714,62,1162,12116,221,181,474
1250,46,785,-1,-1,8962,-1,201,566
"<p style=""background-color:yellow;"">1666</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">17233</p>","<p style=""background-color:yellow;"">196</p>","<p style=""background-color:yellow;"">276</p>","<p style=""background-color:yellow;"">-1</p>"
1723,53,658,55,1508,11460,195,259,480
1549,-1,-1,-1,-1,11364,-1,218,476
1513,-1,-1,63,1735,12785,232,268,506
1299,63,547,60,1630,9399,-1,358,567
1324,58,573,63,1337,10119,245,154,652
1258,-1,-1,55,1701,9853,-1,299,397
1423,58,728,73,1716,11044,241,206,-1
1714,54,775,56,1291,10253,211,290,477
1505,47,723,63,1584,10762,220,318,-1
1250,59,865,65,1140,11794,211,287,-1
1430,54,614,59,1655,11495,264,237,-1
1259,-1,-1,54,1442,9805,296,224,413
2746,38,942,65,1188,9844,295,293,523
1225,68,654,-1,-1,11975,270,201,-1
1368,41,703,-1,-1,15694,238,287,512
1876,48,1253,59,1205,12917,203,230,-1
1784,78,533,-1,-1,12006,278,245,407
1542,60,939,55,1427,9736,-1,268,451
1684,55,883,-1,-1,11805,220,245,426
1331,60,590,59,1545,9040,263,208,363
1844,61,1006,-1,-1,9043,236,291,517
968,-1,-1,68,1110,11249,216,222,488
1638,73,982,56,1617,12777,292,296,-1
1510,60,809,-1,-1,6464,276,418,409
1409,64,299,-1,-1,8167,239,106,-1
910,71,696,60,12044,14380,230,265,387
1450,47,930,65,1640,8077,227,195,433
1548,-1,-1,-1,-1,10896,-1,164,498
1575,-1,-1,62,1405,11860,-1,259,497
1558,-1,-1,57,1588,11177,211,69,-1
1770,56,719,-1,-1,8855,203,127,362
1720,-1,-1,54,1601,11300,221,302,620
933,55,658,-1,-1,12559,216,257,-1
1279,69,700,54,1517,10819,-1,294,-1
1557,64,859,69,1436,10755,245,153,-1
1350,49,766,-1,-1,12163,239,267,470
1422,65,826,64,1826,12922,-1,259,486
1443,-1,-1,-1,-1,8743,192,267,-1
1249,-1,-1,59,1596,11221,265,205,-1
"<p style=""background-color:yellow;"">1413</p>","<p style=""background-color:yellow;"">62</p>","<p style=""background-color:yellow;"">745</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">7373</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">1405</p>","<p style=""background-color:yellow;"">-1</p>"
1278,63,539,-1,-1,11016,239,143,473
1308,50,936,51,954,8336,282,252,594
"<p style=""background-color:yellow;"">1004</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">12921</p>","<p style=""background-color:yellow;"">228</p>","<p style=""background-color:yellow;"">287</p>","<p style=""background-color:yellow;"">-1</p>"
"<p style=""background-color:yellow;"">1447</p>","<p style=""background-color:yellow;"">73</p>","<p style=""background-color:yellow;"">681</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">4609</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">158</p>","<p style=""background-color:yellow;"">-1</p>"
"<p style=""background-color:yellow;"">1859</p>","<p style=""background-color:yellow;"">40</p>","<p style=""background-color:yellow;"">654</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">15335</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">258</p>","<p style=""background-color:yellow;"">465</p>"
1982,51,741,56,1306,10707,333,273,-1
1432,51,751,57,1584,10966,245,289,-1
1756,65,827,69,1614,10664,-1,146,-1
1885,67,479,67,1304,9456,295,207,-1
"<p style=""background-color:yellow;"">1553</p>","<p style=""background-color:yellow;"">43</p>","<p style=""background-color:yellow;"">798</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">40505</p>","<p style=""background-color:yellow;"">291</p>","<p style=""background-color:yellow;"">218</p>","<p style=""background-color:yellow;"">-1</p>"
1313,-1,-1,57,1340,7750,225,278,-1
1626,38,655,-1,-1,11237,249,228,563
1541,60,804,-1,-1,12182,-1,197,-1
1655,39,721,54,1381,9623,216,294,482
1272,57,706,60,1449,11879,-1,303,-1
1774,-1,-1,60,1690,8075,-1,132,467
1585,52,814,56,1546,10373,299,316,-1
1531,58,513,55,1456,7983,281,158,569
1681,-1,-1,60,1242,12670,165,290,476
1559,61,834,55,1383,10793,-1,228,558
1882,66,790,-1,-1,7928,227,216,546
1619,48,899,-1,-1,12080,282,294,549
2192,47,429,68,1288,8445,229,116,448
1304,56,818,58,1463,9803,261,196,513
1342,-1,-1,61,1390,14553,274,253,519
1513,74,199,54,1440,10570,298,307,-1
1883,71,744,62,1520,7539,258,371,498
